energy_keV,f1_e_atom,f2_e_atom,mu_rho_cm2_g,sigma_rho_cm2_g,mu_rho_tot_cm2_g,mu_rho_K_cm2_g,lambda_nm
93.31374,7.0004100000000005,7.2075e-05,0.0023204999999999996,0.15363,0.15595,0.002191,0.01329
99.75239,7.000360000000001,6.1826e-05,0.0018620999999999998,0.15049,0.15235,0.0017579999999999998,0.01243
106.6353,7.000319999999999,5.3035e-05,0.0014942,0.14737,0.14886,0.00141,0.01163
113.9931,7.00028,4.5493999999999995e-05,0.001199,0.14427,0.14547000000000002,0.001131,0.010879999999999999
121.8587,7.00025,3.9025e-05,0.00096212,0.14119,0.14215,0.0009076,0.01017
130.2669,7.00022,3.3475999999999996e-05,0.00077205,0.13813,0.1389,0.0007281000000000001,0.009518
139.2553,7.000189999999999,2.8715999999999997e-05,0.00061953,0.13509000000000002,0.13571,0.0005841,0.008903
148.864,7.00017,2.4633000000000003e-05,0.00049713,0.13208,0.13258,0.0004686,0.008329000000000001
159.1356,7.00015,2.1130999999999998e-05,0.00039892,0.12909,0.12949000000000002,0.0003759,0.007790999999999999
170.1159,7.00013,1.8126e-05,0.00032011,0.12614,0.12646,0.0003016,0.007287999999999999
181.8539,7.00012,1.5549e-05,0.00025688,0.12322999999999999,0.12349,0.0002419,0.006818
194.4018,7.0001,1.3338e-05,0.00020613,0.12035,0.12055999999999999,0.00019409999999999997,0.006378
207.8156,7.000089999999999,1.1442e-05,0.00016541,0.11750999999999999,0.11767999999999999,0.0001557,0.005966
222.1548,7.0000800000000005,9.815e-06,0.00013273,0.11472,0.11485,0.0001249,0.005581
237.4835,7.00007,8.419500000000001e-06,0.00010651,0.11197,0.11208,0.0001002,0.005221
253.8699,7.00006,7.2224000000000005e-06,8.547e-05,0.10927,0.10935999999999998,8.038e-05,0.004884
271.3869,7.00005,6.1956e-06,6.8586e-05,0.10662,0.10669000000000001,6.448e-05,0.004569
290.1126,7.00005,5.3147e-06,5.5036999999999995e-05,0.10402,0.10407999999999999,5.173e-05,0.004274
310.1304,7.000039999999999,4.5591e-06,4.4165e-05,0.10148,0.10152,4.15e-05,0.003998
331.5294,7.000039999999999,3.9109e-06,3.5441e-05,0.099001,0.099036,3.329e-05,0.00374
354.4049,7.000030000000001,3.3549000000000003e-06,2.844e-05,0.096577,0.096605,2.671e-05,0.003498
378.8588,7.000030000000001,2.8779e-06,2.2822e-05,0.094213,0.094236,2.143e-05,0.003273
405.0001,7.00002,2.4688e-06,1.8313e-05,0.091911,0.091929,1.719e-05,0.003061
432.9451,7.00002,2.1178e-06,1.4696e-05,0.089671,0.089686,1.379e-05,0.0028640000000000002
